"X.U.FEFF.ID","Authors","Title","Year"
"F051","HT Khosroshahi, SEM Toomatari, ...","Effectiveness of omega-3 supplement on lipid profile and lipid peroxidation in kidney allograft recipients",2013
"F051S000","MK Raizada, DM Sable, A Chowdhery, ...","Omega 3: a novel treatment agent in oral submucous fibrosis: a pilot study",2017
"F051S001","M Wilusz, D Cieniawski, J Bugajska, J Berska, ...","Effects of Immunosuppressive Drugs on Serum Fatty Acids of Phospholipids Fraction in Renal Transplant Recipients",2016
"F051S002","J Munoz-Pérez, C Alessi","CRITICAL APPROACH TO THE ALTERNATIVE TREATMENT OF CHRONIC KIDNEY DISEASE IN DOGS AND CATS",2018
"F052","H Grosgogeat","Ma promesse anti-âge",2009
"F052S000","V Van der Spek, A Bernard","Nutrition et bien-être mental: pourquoi et comment notre alimentation influence notre cerveau?",2009
"F052S001","M Borrel","Le guide Hachette anti-âge",2011
"F052S002","A Bernard, JP Curtay, V Van der Spek","Nutrition et bien-etre mental: Pourquoi et comment notre alimentation influence notre cerveau",2011
"F052S003","H Compper-Grosgogeat","Méthode Bio-Nutrimab (La): Combattre le stress nutritionnel, perdre du poids et rajeunir",2012
"F052S004","H Compper, Y Rougier","Gardez votre jeunesse, commencez à vivre",2018
"F053","NA Khan","Inflammation et immunité: implications dans l'obésité et le diabète de type 2",2006
"F053S000","C Chennaf, M Yahia, W Bouafia, ...","Impact of Obesity on Fertility in a Population of Women in the Wilaya of Batna",2014
"F053S001","L Maugé","Le modèle cellulaire THP-1: adaptation à l'étude de modulateurs de l'activité inflammatoire précoce implicant l'inflammasome",2013
"F053S002","A Seck, A Hichami, S Doucouré, ...","Th1/Th2 Dichotomy in Obese Women with Gestational Diabetes and Their Macrosomic Babies",2018
"F053S003","C Jean-Louis","Le mod? le cellulaire THP-1: adaptation? l'? tude de modulateurs de l'activit? inflammatoire pr? coce implicant l'inflammasome",2013
"F053S004","S AISSANI, H HAOUICHAT","ASTHME ET STATUT HORMONAL CHEZ LA FEMME",2017
"F054","G Jackowski, R Macsweeney, N Shaikh, ...","Cholesterol absorption inhibitor and omega 3 fatty acids for the reduction of cholesterol and for the prevention or reduction of cardiovascular, cardiac and vascular …",2015
"F054S000","G Jackowski, R Macsweeney, N Shaikh, ...","Omega 3 formulations for treatment of risk factors for cardiovascular disease and protection against sudden death",2012
"F054S001","KM McWilliams, RJ Angelici","Batchwise extraction of methyl linolenate (18: 3, ALA) from fatty acid methyl esters derived from soybean and canola oils using silver nitrate/silica gel",2016
"F055","A de Boer, WRPH van de Worp, ...","The effect of dietary components on inflammatory lung diseases–a literature review",2017
"F055S001","KFJ Stewart, D Kokole, A Wesselius, ...","Factors Associated with Acceptability, Consideration and Intention of Uptake of Direct-To-Consumer Genetic Testing: A Survey Study",2018
"F056","N Jenabian, AA Moghadamnia, ...","Effect of Omega-3 fatty acid in treatment of patients with moderate gingival inflammation",2013
"F056S000","A Mishra, N Shergill","Effect of Topical Application of Omega 3 Fatty Acids in the Treatment of Chronic Gingivitis: A Clinical Study",NA
"F056S001","R Pappu, J Varghese, KB Koteshwara, V Kamath, ...","Evaluation of biodegradable gel containing flax seed extract (Linum usitatissimum) as a targeted drug delivery for management of chronic periodontitis",2018
"F057","YC Lin, YJ Lin, TC Wu, CC Cheng, ...","Supplementation of fish oil improves functional capacity and quality of life in patients with chronic obstructive pulmonary disease",2016
"F057S000","J Jedrzejczak","Association of Omega-3 Supplementation and Exercise with Psychological Well-Being as Measured by the Mental Health Inventory",2018
"F058","MA Caron, ME Thériault, R Debigaré, ...","Skeletal muscle dysfunction",2012
"F058S000","AS Elmorsi, ME Eldesoky, MAA Mohsen, ...","Effect of inspiratory muscle training on exercise performance and quality of life in patients with chronic obstructive pulmonary disease",2016
"F058S001","C Burtin, R ZuWallack","Exercise Training in Pulmonary Rehabilitation",2018
"F059","<U+83C5><U+539F><U+6176><U+52C7>, <U+9AD8><U+6A4B><U+4EC1><U+7F8E>, <U+67CF><U+5009><U+525B>, <U+672C><U+9593><U+5149><U+4FE1>, ...","<U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+3067><U+307F><U+3089><U+308C><U+308B><U+7D4C><U+904E><U+4E2D><U+306E><U+4F53><U+91CD><U+6E1B><U+5C11><U+306B><U+95A2><U+3059><U+308B><U+56E0><U+5B50><U+306E><U+691C><U+8A0E><U+3068><U+305D><U+306E><U+5BFE><U+7B56><U+306B><U+3064><U+3044><U+3066><U+306E><U+7814><U+7A76>",2012
"F059S000","<U+6CB3><U+8FBA><U+5343><U+9DB4><U+5B50>, <U+89D2><U+91CE><U+76F4>, <U+57CE><U+77F3><U+6DBC><U+592A>, <U+5C0F><U+67F3><U+6625><U+7F8E>, ...","<U+5728><U+5B85> COPD <U+60A3><U+8005><U+306B><U+304A><U+3051><U+308B><U+9577><U+671F><U+547C><U+5438><U+30EA><U+30CF><U+30D3><U+30EA><U+30C6><U+30FC><U+30B7><U+30E7><U+30F3><U+3068><U+6804><U+990A><U+6307><U+5C0E><U+7D99><U+7D9A><U+306E><U+52B9><U+679C>",2015
"F059S002","<U+83C5><U+539F><U+6176><U+52C7>, <U+5C71><U+7530><U+516C><U+5B50>, <U+9AD8><U+6A4B><U+4EC1><U+7F8E>, <U+67CF><U+5009><U+525B>, ...","<U+547C><U+5438><U+5668><U+75BE><U+60A3><U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+7BA1><U+7406>",2015
"F060","<U+9AD8><U+4F73><U+7426>, <U+5434><U+56FD><U+8C6A>, <U+8881><U+78CA>, <U+5F20><U+6CE2>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+6539><U+5584><U+8377><U+7624><U+5927><U+9F20><U+8425><U+517B><U+72B6><U+51B5><U+7684><U+4F5C><U+7528>",2008
"F060S000","<U+4E2D><U+56FD><U+4E34><U+5E8A><U+80BF><U+7624><U+5B66><U+4F1A><U+80F0><U+817A><U+764C><U+4E13><U+5BB6><U+59D4><U+5458><U+4F1A>","<U+80F0><U+817A><U+764C><U+7EFC><U+5408><U+8BCA><U+6CBB><U+4E2D><U+56FD><U+4E13><U+5BB6><U+5171><U+8BC6> (2014 <U+5E74><U+7248>)",2014
"F060S001","<U+674E><U+82CF><U+5B9C>","<U+665A><U+671F><U+80BF><U+7624><U+60A3><U+8005><U+7684><U+4EE3><U+8C22><U+5E72><U+9884>",2010
"F061","B Panaszek","Astma oskrzelowa i POChP–odrebnosci diagnostyki i leczenia w wieku starszym",2010
"F062","DSA McKenzie, K Gray-Donald","Nutrition and chronic obstructive pulmonary disease",2009
"F063","L Bronwell","Groundbreaking Study Reveals New Mechanism Behind Fish Oil's Health Benefits",NA
"F063S001","I Uchmanowicz, B Jankowska-Polanska, ...","The influence of frailty syndrome on acceptance of illness in elderly patients with chronic obstructive pulmonary disease",2016
"F064","B Panaszek","Bronchial asthma and COPD–separate approach to diagnosis and treatment in elderly",2010
"F065","N Perricone","Dr. Perricone's 7 Secrets to Beauty, Health, and Longevity: The Miracle of Cellular Rejuvenation",2007
"F065S003","RB Costello","Nutrition Care During Complex Emergencies in the Community",2013
"F066","<U+90ED><U+4E39>, <U+67F3><U+6B23><U+6B23>, <U+5218><U+7389><U+7434>, <U+987E><U+84D3>, <U+5F90><U+9521><U+971E>","<U+03C9>-3 <U+591A><U+70EF><U+9178><U+4E59><U+916F><U+5BF9><U+80BF><U+7624><U+6076><U+75C5><U+8D28><U+7684><U+5F71><U+54CD><U+53CA><U+5176><U+673A><U+5236>",2012
"F067","<U+9EC4><U+6DD1><U+840D>","<U+80BA><U+7EA4><U+7EF4><U+5316><U+6A21><U+578B><U+5927><U+9F20><U+7684><U+836F><U+7269><U+6CBB><U+7597><U+7814><U+7A76><U+8FDB><U+5C55>",2012
"F067S005","J Wang, W Feng, S Zhang, L Chen, Y Sheng, ...","Ameliorative effect of Atractylodes macrocephala essential oil combined with Panax ginseng total saponins on 5-fluorouracil induced diarrhea is associated with gut …",2019
"F068","<U+6E21><U+908A><U+66A2>, <U+9AD8><U+6A4B><U+4EC1><U+7F8E>, <U+83C5><U+539F><U+6176><U+52C7>","<U+6162><U+6027><U+9589><U+585E><U+6027><U+80BA><U+75BE><U+60A3><U+60A3><U+8005><U+306B><U+304A><U+3051><U+308B><U+547C><U+5438><U+30EA><U+30CF><U+30D3><U+30EA><U+30C6><U+30FC><U+30B7><U+30E7><U+30F3><U+3068><U+6804><U+990A><U+7642><U+6CD5><U+306E><U+4F75><U+7528><U+52B9><U+679C>--<U+5206><U+5C90><U+9396><U+30A2><U+30DF><U+30CE><U+9178><U+5F37><U+5316><U+7D4C><U+53E3><U+6804><U+990A><U+5264><U+3092><U+7528><U+3044><U+3066>",2010
"F068S006","GOB Content","Elephant Journal",NA
"F069","<U+5C71><U+7530><U+516C><U+5B50>, <U+4F3D><U+7F85><U+8C37><U+5343><U+52A0><U+5B50>, <U+6E21><U+90E8><U+90C1><U+5B50>, ...","<U+5B89><U+5B9A><U+671F> COPD <U+60A3><U+8005><U+306E><U+6804><U+990A><U+7BA1><U+7406>",2006
"F069S007","<U+674E><U+6807>, <U+6797><U+4F1F><U+6C11>, <U+7530><U+6811><U+7EA2>, <U+674E><U+51E1>, <U+674E><U+5BCC>","<U+79D1><U+7F57><U+7D22><U+9178><U+7684><U+6297><U+80BF><U+7624><U+4F5C><U+7528><U+53CA><U+5176><U+5BF9> CAM <U+548C> YS M <U+8840><U+7BA1><U+751F><U+6210><U+7684><U+5F71><U+54CD>",2014
"F070","<U+9093><U+8D85>, <U+66F9><U+7389><U+82B3>, <U+9648><U+6829><U+6829>, <U+6BB7><U+5B97><U+5B9D>","<U+03C9>-3 <U+9C7C><U+6CB9><U+8102><U+80AA><U+4E73><U+5BF9><U+535A><U+83B1><U+9709><U+7D20><U+81F4><U+80BA><U+7EA4><U+7EF4><U+5316><U+5927><U+9F20><U+7684><U+5E72><U+9884><U+4F5C><U+7528>",2011
"F070S008","<U+6ED5><U+5411><U+9F99>, <U+90ED><U+666F><U+6CC9>, <U+90B9><U+6B66><U+519B>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+7ED3><U+76F4><U+80A0><U+764C><U+6839><U+6CBB><U+672F><U+60A3><U+8005><U+7684><U+708E><U+75C7>, <U+8425><U+517B>, <U+514D><U+75AB><U+529F><U+80FD><U+53CA><U+9884><U+540E><U+7684><U+5F71><U+54CD><U+673A><U+5236><U+7814><U+7A76>",2016
"F071","<U+738B><U+78CA>, <U+9648><U+5E73>","n-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+6297><U+80BF><U+7624><U+673A><U+5236><U+7684><U+76F8><U+5173><U+7814><U+7A76>",2012
"F071S009","<U+4FDE><U+53D1><U+8363>, <U+8FDE><U+79C0><U+73CD>, <U+5F20><U+7EA2><U+6885>, <U+8C22><U+660E><U+4EC1>, <U+674E><U+767B><U+697C>","<U+5341><U+516B><U+70EF><U+9178><U+5BF9><U+4EBA><U+80BE><U+764C> A498 <U+7EC6><U+80DE><U+6BD2><U+6027><U+4F5C><U+7528><U+7684><U+5B9E><U+9A8C><U+7814><U+7A76>",2014
"F072","<U+6BB7><U+5B97><U+5B9D>, <U+9093><U+8D85>, <U+66F9><U+7389><U+82B3>, <U+9648><U+6829><U+6829>","<U+03C9>-3 <U+9C7C><U+6CB9><U+8102><U+80AA><U+4E73><U+548C><U+4E2D>/<U+957F><U+94FE><U+8102><U+80AA><U+4E73><U+6CE8><U+5C04><U+6DB2><U+5E72><U+9884><U+535A><U+83B1><U+9709><U+7D20><U+81F4><U+80BA><U+7EA4><U+7EF4><U+5316><U+5927><U+9F20><U+6548><U+679C><U+7684><U+6BD4><U+8F83>",2011
"F073","<U+674E><U+4E16><U+4F1F>, <U+6768><U+5B88><U+6885>, <U+674E><U+82CF><U+5B9C>","<U+03C9>-3 <U+591A><U+4E0D><U+9971><U+548C><U+8102><U+80AA><U+9178><U+5BF9><U+6539><U+5584><U+80BF><U+7624><U+75C5><U+4EBA><U+4E34><U+5E8A><U+7ED3><U+5C40><U+7684><U+7814><U+7A76><U+8FDB><U+5C55>",2014
"F073S011","<U+6BB7><U+5B97><U+5B9D>, <U+5411><U+7FA4>, <U+8BA1><U+8D85>, <U+8C22><U+658C>, <U+4FAF><U+5B87>","<U+03C9>-3 <U+9C7C><U+6CB9><U+8102><U+80AA><U+4E73><U+5BF9><U+6162><U+6027><U+963B><U+585E><U+6027><U+80BA><U+75BE><U+75C5><U+5927><U+9F20><U+7684><U+5E72><U+9884><U+4F5C><U+7528>",2014
"F074","CI Cruickshank-Quinn, S Mahaffey, MJ Justice, ...","Transient and Persistent Metabolomic Changes in Plasma following",2014
"F075","B Jenkins","Chronic Obstructive Pulmonary Disease–COPD",NA
"F076","G Jackowski, R Macsweeney, N Shaikh, ...","Statin and omega 3 fatty acids for reduction of apolipoprotein-B levels",2015
"F077","DC Greg Arnold","Trace Elements May Play role in Lung Health",NA
"F078","B Soha, ES Mahmoud, ...","Assessment of the Topical and Systemic Effects of Omega-3 on Oral mucosal wound healing in albino rats: A Histopathological and Biochemical study",2018
"F079","G Jackowski, R Macsweeney, N Shaikh, ...","Omega 3 fatty acid for use as a prescription medical food and omega 3 fatty acid diagniostic assay for the dietary management of cardiovascular patients with …",2015
"F080","S Kaiser, AM Gommer","This EUphact has been peer reviewed by two reviewers.",2008
"F081","J Madill, B Arendt, CW Chow, J Allard","Nutritional Factors, Oxidative Stress and Lung Transplantation",2013
"F082","AAD Allawi, MAW Alwardi, ...","Effects of Omega-3 on Vitamin D Activation in Iraqi Patients with Chronic Kidney Disease Treated by Maintenance Hemodialysis",2017
"F083","S Beaumont","The relationship between systemic inflammatory biomarkers, lung function and exercise in chronic obstructive pulmonary disease",2015
"F085","B Jenkins","Natural Pain Relievers",NA
"F086","GJ Wesseling, CP Van Schayck","Why act early in COPD?",2006
"F087","ISI Thomson","Afsane Ahmadi, Neda Haghighat, Maryam Hakimrabet and Hamidreza Tolide-ie",2012
"F088","D St-Arnaud McKenzie, K Gray-Donald","Nutrition and Chronic Obstructive Pulmonary Disease",2009
"F089","D Houghton, GL Onambele","Journal of the International Society of Sports Nutrition",2012
"F090","F Hirayama","Alcohol consumption, smoking and lifestyle characteristics for Japanese patients with chronic obstructive pulmonary disease",2008
"F091","DH Morris","DIETITIANS'NEWS",NA
"F092","SM Cornish","The Effects of Supplementing with Constituents of Flaxseed during Exercise Training on",2008
"F093","X Wang, J Wu","Modulating effect of fatty acids and sterols on skin aging",2019
"F094","A Schols","Nutritional Support in Pulmonary Diseases Topic 38",2017
"F095","A Bast, KO Semen, M Drent","Nutrition and corticosteroids in the treatment of sarcoidosis",2018
"F096","C Pison","Nutritional Support in Respiratory Diseases",2008
"F097","DC Greg Arnold","Total Fiber Intake and Cereal Fiber Help Lung Health",NA
"F098","N Trelour","Complementary Medicines for Common Conditions-Part 1",2006
"F099","E Mas","Nutrition et pathologies respiratoires chroniques",2009
"F100","<U+5897><U+7530><U+4FEE><U+4E09>, <U+4E18><U+9F8D><U+7965>, <U+4E0A><U+4E95><U+5E78><U+53F8>, <U+677E><U+7530><U+53CB><U+7F8E>, <U+767D><U+77F3><U+6B63>, ...","<U+5B8C><U+5168><U+975E><U+7D4C><U+53E3>/<U+7D4C><U+8178><U+6804><U+990A><U+7528><U+306E><U+6804><U+990A><U+51E6><U+65B9><U+30B5><U+30DD><U+30FC><U+30C8><U+30B7><U+30B9><U+30C6><U+30E0><U+306E><U+81E8><U+5E8A><U+5FDC><U+7528><U+306E><U+958B><U+767A>",2009
"F101","J Yakoob","Role of Omega-3 Fatty Acids in Irritable Bowel Syndrome (IBS)",2016
"F101S012","A Joy, JF Sherry Jr, G Troilo, ...","Re-thinking the relationship between self and other: Levinas and narratives of beautifying the body",2010
"F102","ML Dalzot","Feeding Female Growing Rats Different Sources of Omega-3 Polyunsaturated Fatty Acids Affects Lung Fatty Acid Composition and Gene Expression",2012
"F106","A Pizzini, L Lunger, T Sonnweber, G Weiss, I Tancevski","The Role of Omega-3 Fatty Acids in the Setting of Coronary Artery Disease and COPD: A Review",2018
"F107","AA Farooqui","Status and Potential Therapeutic Importance of n–3 Fatty Acids in Other Neural and Non-neural Diseases",2009
"F108","DC Greg Arnold","Flaxseed Supplementation Increases Omega-3 Fat Levels",NA
"F109","DSA McKenzie, K Gray-Donald","20 Nutrition and Chronic Obstructive Pulmonary Disease",2009
"F110","DC Greg Arnold","Omega-3 Fatty Acids: Helping Deal with Lung Disease",NA
"F112","W Matsuyama, I Higashimoto, M Osame, K Arimura","In Replay: Renin-Angiotensin System Blockade and COPD",2006
"F113","DC Greg Arnold","Fiber Again Found to Help Lung Health",NA
"F114","SM Cornish","The effects of supplementing with constituents of flaxseed during exercise training on inflammation in older adults",2008
"F116","B Jenkins","Chronic Obstructive Pulmonary Disease, COPD Coping with COPD",NA
"F117","BD Wilder","Live Longer: Groundbreaking Research on Omega-3s",NA
"F118","P Lazarevic","Evaluacija promene inflamatornih medijatora i redoks ravnoteže izazvane šestomesecnim treningom",2013
"F119","<U+5C0F><U+7B20><U+539F><U+9686>, <U+4E38><U+4E95><U+5FD7><U+7E54>, <U+4E8C><U+6A4B><U+591A><U+4F73><U+5B50>, <U+68EE><U+7530><U+88D5><U+4E4B>, ...","COPD <U+5897><U+60AA><U+5165><U+9662><U+75C7><U+4F8B><U+306B><U+5BFE><U+3059><U+308B><U+30A8><U+30A4><U+30B3><U+30B5><U+30DA><U+30F3><U+30BF><U+30A8><U+30F3><U+9178> (EPA) <U+5F37><U+5316><U+6804><U+990A><U+5264><U+306E><U+4F7F><U+7528><U+7D4C><U+9A13>",2015
"F120","LMH Karlsen, HEA Sylte","Forebyggende effekter av kosttilskudd hos pasienter med kronisk obstruktiv lungesykdom-et litteraturstudie",2012
"F121","CC Lozano, JRS Medina, JGC Valdez","Terapia nutricional en la enfermedad pulmonar obstructiva crónica",2011
"F122","<U+9577><U+6D5C><U+96C4><U+5FD7>, <U+4F50><U+85E4><U+683C><U+592B>","Topic 38 <U+547C><U+5438><U+5668><U+75BE><U+60A3><U+306B><U+304A><U+3051><U+308B><U+6804><U+990A><U+30B5><U+30DD><U+30FC><U+30C8>",2013
"F123","A Sawicka, ...","COPD in the elderly",2011
"F124","G Testino, O Ancarani, A Sumberaz","Promozione della salute attraverso l'uso di acidi grassi essenziali omega-3 e astaxantina: recenti evidenze",2010
"F125","<U+0392> <U+03A7><U+03BF><U+03C5><U+03CA>d<U+03B7>, V Chouidi, P Triliraki, <U+03A0> <U+03A4><U+03C1><U+03B9><U+03BB><U+03C5><U+03C1><U+03AC><U+03BA><U+03B7>, ...","<U+03A7><U+03C1><U+03CC><U+03BD><U+03B9>a ap<U+03BF>f<U+03C1>a<U+03BA>t<U+03B9><U+03BA><U+03AE> p<U+03BD>e<U+03C5>µ<U+03BF><U+03BD><U+03BF>p<U+03AC><U+03B8>e<U+03B9>a (<U+03A7><U+0391><U+03A0>): e<U+03BA>t<U+03AF>µ<U+03B7>s<U+03B7> d<U+03B9>at<U+03C1><U+03BF>f<U+03B9><U+03BA><U+03AE><U+03C2> <U+03BA>at<U+03AC>stas<U+03B7><U+03C2>, d<U+03B9>a<U+03B9>t<U+03B7>t<U+03B9><U+03BA><U+03AE> a<U+03BD>t<U+03B9>µet<U+03CE>p<U+03B9>s<U+03B7> <U+03BA>a<U+03B9> pe<U+03C1><U+03AF><U+03B8>a<U+03BB><U+03C8><U+03B7>.",2013
"F126","<U+79E6><U+73AF><U+9F99>, <U+6768><U+4FCA>","<U+547C><U+5438><U+529F><U+80FD><U+4E0D><U+5168><U+75C5><U+4EBA><U+4EE3><U+8C22><U+7279><U+70B9><U+53CA><U+56F4><U+624B><U+672F><U+671F><U+8425><U+517B><U+6CBB><U+7597>",2011
"F127","<U+0E2A> <U+0E23><U+0E34> <U+0E29> <U+0E29><U+0E32> <U+0E27><U+0E07><U+0E28><U+0E4C> <U+0E1B><U+0E23><U+0E32><U+0E01><U+0E0F>, <U+0E14><U+0E27><U+0E07> <U+0E23><U+0E31><U+0E15><U+0E19><U+0E4C> <U+0E27><U+0E31><U+0E12><U+0E19> <U+0E01><U+0E34><U+0E08> <U+0E44><U+0E01><U+0E23> <U+0E40><U+0E25><U+0E34><U+0E28>, ...","<U+0E01><U+0E32><U+0E23> <U+0E1E><U+0E31><U+0E12><U+0E19><U+0E32> <U+0E41><U+0E19><U+0E27> <U+0E1B><U+0E0F><U+0E34><U+0E1A><U+0E31><U+0E15><U+0E34><U+0E01><U+0E32><U+0E23> <U+0E1E><U+0E22><U+0E32><U+0E1A><U+0E32><U+0E25> <U+0E43><U+0E19> <U+0E01><U+0E32><U+0E23> <U+0E2A><U+0E48><U+0E07><U+0E40><U+0E2A><U+0E23><U+0E34><U+0E21> <U+0E20><U+0E32><U+0E27><U+0E30> <U+0E42><U+0E20><U+0E0A><U+0E19><U+0E32><U+0E01><U+0E32><U+0E23> <U+0E1C><U+0E39><U+0E49> <U+0E1B><U+0E48><U+0E27><U+0E22> <U+0E42><U+0E23> <U+0E14> <U+0E1B><U+0E2D><U+0E14> <U+0E2D><U+0E38><U+0E14> <U+0E01><U+0E31><U+0E49><U+0E19> <U+0E40><U+0E23><U+0E37><U+0E49><U+0E2D><U+0E23><U+0E31><U+0E07> <U+0E43><U+0E19> <U+0E23><U+0E30><U+0E22><U+0E30> <U+0E17><U+0E35><U+0E48> <U+0E21><U+0E35> <U+0E2D><U+0E32><U+0E01><U+0E32><U+0E23> <U+0E17><U+0E32><U+0E07> <U+0E04><U+0E25><U+0E34><U+0E19><U+0E34><U+0E01> <U+0E04><U+0E07> <U+0E17><U+0E35><U+0E48>",2009
"F128","<U+041D><U+0418> <U+0414><U+0435><U+0433><U+0442><U+044F><U+0440><U+044C>, <U+041D><U+0414> <U+0413><U+0435><U+0440><U+0430><U+0441><U+0438><U+043C><U+0435><U+043D><U+043A><U+043E>, <U+041B><U+0412> <U+0421><U+0430><U+0432><U+0447><U+0435><U+043D><U+043A><U+043E>, ...","<U+0421><U+0438><U+0441><U+0442><U+0435><U+043C><U+043D><U+043E><U+0435> <U+0432><U+043E><U+0441><U+043F><U+0430><U+043B><U+0435><U+043D><U+0438><U+0435> <U+043D><U+0438><U+0437><U+043A><U+043E><U+0439> <U+0438><U+043D><U+0442><U+0435><U+043D><U+0441><U+0438><U+0432><U+043D><U+043E><U+0441><U+0442><U+0438> <U+043A><U+0430><U+043A> <U+043E><U+0431><U+0449><U+0430><U+044F> <U+043E><U+0441><U+043D><U+043E><U+0432><U+0430> <U+043E><U+0431><U+0441><U+0442><U+0440><U+0443><U+043A><U+0442><U+0438><U+0432><U+043D><U+043E><U+0433><U+043E> <U+0437><U+0430><U+0431><U+043E><U+043B><U+0435><U+0432><U+0430><U+043D><U+0438><U+044F> <U+043B><U+0435><U+0433><U+043A><U+0438><U+0445> <U+0438> <U+043A><U+043E><U+043C><U+043E><U+0440><U+0431><U+0438><U+0434><U+043D><U+044B><U+0445> <U+0441><U+043E><U+0441><U+0442><U+043E><U+044F><U+043D><U+0438><U+0439>",2016
"F129","A Sawicka, E Marcinowska-Suchowierska","Przewlekla obturacyjna choroba pluc (POChP) w wieku podeszlym COPD in the elderly",NA
"F130","M Noreik","Ernährungstherapie bei Kachexie und Sarkopenie",2014
"F131","A Laurent-Jaccard","Place des acides gras oméga 3 dans l'alimentation",2006
"F132","<U+738B><U+6D2A><U+6B66>, <U+6BB7><U+5B97><U+5B9D>, <U+9648><U+6829><U+6829>, <U+66F9><U+7389><U+82B3>","<U+9C7C><U+6CB9><U+8102><U+80AA><U+4E73><U+548C> 20% <U+4E2D>/<U+957F><U+94FE><U+8102><U+80AA><U+4E73><U+5E72><U+9884><U+535A><U+83B1><U+9709><U+7D20><U+81F4><U+5927><U+9F20><U+80BA><U+7EA4><U+7EF4><U+5316><U+6548><U+679C><U+7684><U+6BD4><U+8F83>",2012
"F133","<U+041E><U+0421> <U+0417><U+0430><U+044F><U+0447><U+043A><U+0456><U+0432><U+0441><U+044C><U+043A><U+0430>","<U+0412><U+043F><U+043B><U+0438><U+0432> <U+043C><U+043E><U+0434><U+0438><U+0444><U+0456><U+043A><U+0430><U+0446><U+0456><U+0457> <U+0436><U+0438><U+0440><U+043D><U+043E><U+043A><U+0438><U+0441><U+043B><U+043E><U+0442><U+043D><U+043E><U+0433><U+043E> <U+0441><U+043A><U+043B><U+0430><U+0434><U+0443> <U+043A><U+043B><U+0456><U+0442><U+0438><U+043D><U+043D><U+0438><U+0445> <U+043C><U+0435><U+043C><U+0431><U+0440><U+0430><U+043D> <U+043D><U+0430> <U+0433><U+0430><U+0441><U+0442><U+0440><U+043E><U+043F><U+0440><U+043E><U+0442><U+0435><U+043A><U+0446><U+0456><U+044E> <U+0437><U+0430> <U+0443><U+043C><U+043E><U+0432> <U+0441><U+0442><U+0440><U+0435><U+0441>-<U+0456><U+043D><U+0434><U+0443><U+043A><U+043E><U+0432><U+0430><U+043D><U+0438><U+0445> <U+0443><U+0440><U+0430><U+0436><U+0435><U+043D><U+044C>",2006
"F134","C Pison, C Pichard, C Moinard, N Cano, H Roth","Nutrition et maladie respiratoire chronique",2016
"F135","Abdelhamid, Asmaa S.; Brown, Tracey J.; Brainard, Julii S.; Biswas, Priti; Thorpe, Gabrielle C.; Moore, Helen J.; Deane, Katherine H. O.; AlAbdulghafoor, Fai K.; Summerbell, Carolyn D.; Worthington, Helen V.; Song, Fujian; Hooper, Lee","Omega-3 fatty acids for the primary and secondary prevention of cardiovascular disease",2018
